trip_id,duration,start_time,end_time,start_station,start_lat,start_lon,end_station,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type,bike_type
483333032,24,1/31/2025 22:04,1/31/2025 22:28,3006,34.04554,-118.256668,4680,34.043522,-118.255089,23516,30,One Way,Monthly Pass,electric
483332595,6,1/31/2025 22:05,1/31/2025 22:11,3011,34.041119,-118.26796,4449,34.04557,-118.274193,13911,30,One Way,Monthly Pass,standard
483340039,55,1/31/2025 22:07,1/31/2025 23:02,4534,34.10186,-118.32811,4534,34.10186,-118.32811,30425,30,Round Trip,Monthly Pass,electric
483332752,8,1/31/2025 22:09,1/31/2025 22:17,4312,34.06699,-118.290878,4410,34.063351,-118.296799,30504,30,One Way,Monthly Pass,electric
483333011,14,1/31/2025 22:13,1/31/2025 22:27,3005,34.0485,-118.258537,3006,34.04554,-118.256668,27931,30,One Way,Monthly Pass,electric
483333370,23,1/31/2025 22:18,1/31/2025 22:41,4643,34.07262,-118.44944,4564,34.035351,-118.434143,20033,30,One Way,Monthly Pass,standard
483333386,21,1/31/2025 22:20,1/31/2025 22:41,4401,34.075611,-118.291862,4302,34.092491,-118.291443,13789,30,One Way,Monthly Pass,standard
483333396,21,1/31/2025 22:20,1/31/2025 22:41,4401,34.075611,-118.291862,4302,34.092491,-118.291443,15820,30,One Way,Monthly Pass,standard
484004867,30,1/31/2025 22:24,1/31/2025 22:54,4578,34.04298,-118.252953,3000,,,23382,30,One Way,Monthly Pass,electric
483333781,29,1/31/2025 22:28,1/31/2025 22:57,4680,34.043522,-118.255089,4680,34.043522,-118.255089,23516,30,Round Trip,Monthly Pass,electric
483333314,6,1/31/2025 22:31,1/31/2025 22:37,4568,34.029121,-118.403168,4563,34.017448,-118.409569,05871,365,One Way,Annual Pass,standard
483342662,30,1/31/2025 22:39,1/31/2025 23:09,3074,34.04417,-118.261169,3074,34.04417,-118.261169,22538,30,Round Trip,Monthly Pass,electric
483333670,14,1/31/2025 22:39,1/31/2025 22:53,4213,33.995369,-118.464798,4555,34.005871,-118.429161,13983,30,One Way,Monthly Pass,standard
483333594,10,1/31/2025 22:40,1/31/2025 22:50,4205,33.993771,-118.453667,4206,33.998341,-118.461014,13775,30,One Way,Monthly Pass,standard
483333862,16,1/31/2025 22:43,1/31/2025 22:59,4215,34.014309,-118.491341,4211,33.984928,-118.469963,28050,30,One Way,Monthly Pass,electric
483342859,31,1/31/2025 22:44,1/31/2025 23:15,4302,34.092491,-118.291443,4401,34.075611,-118.291862,15820,30,One Way,Monthly Pass,standard
483333578,4,1/31/2025 22:45,1/31/2025 22:49,3006,34.04554,-118.256668,3005,34.0485,-118.258537,27931,30,One Way,Monthly Pass,electric
483342804,28,1/31/2025 22:45,1/31/2025 23:13,4302,34.092491,-118.291443,4401,34.075611,-118.291862,13789,30,One Way,Monthly Pass,standard
483333640,5,1/31/2025 22:47,1/31/2025 22:52,4406,34.101891,-118.300613,4301,34.099049,-118.291496,29293,365,One Way,Annual Pass,electric
483333705,4,1/31/2025 22:50,1/31/2025 22:54,3006,34.04554,-118.256668,3005,34.0485,-118.258537,13184,30,One Way,Monthly Pass,standard
483342598,16,1/31/2025 22:52,1/31/2025 23:08,4206,33.998341,-118.461014,4207,34.000881,-118.46891,29600,30,One Way,Monthly Pass,electric
483333842,5,1/31/2025 22:54,1/31/2025 22:59,3005,34.0485,-118.258537,4315,34.054031,-118.27092,27886,30,One Way,Monthly Pass,electric
483342599,13,1/31/2025 22:55,1/31/2025 23:08,4555,34.005871,-118.429161,4575,34.000309,-118.402527,13983,30,One Way,Monthly Pass,standard
483343141,31,1/31/2025 22:58,1/31/2025 23:29,4680,34.043522,-118.255089,3006,34.04554,-118.256668,23516,30,One Way,Monthly Pass,electric
483342831,16,1/31/2025 22:58,1/31/2025 23:14,4209,33.996239,-118.477448,4212,33.988129,-118.471741,13699,365,One Way,Annual Pass,standard
483342752,4,1/31/2025 23:08,1/31/2025 23:12,4490,34.053551,-118.255836,3069,34.05088,-118.248253,20152,30,One Way,Monthly Pass,standard
483343219,23,1/31/2025 23:11,1/31/2025 23:34,4534,34.10186,-118.32811,4529,34.10186,-118.33329,30425,30,One Way,Monthly Pass,electric
483343282,25,1/31/2025 23:14,1/31/2025 23:39,4207,34.000881,-118.46891,4213,33.995369,-118.464798,26467,30,One Way,Monthly Pass,electric
483343328,26,1/31/2025 23:15,1/31/2025 23:41,4546,34.031399,-118.453629,4552,33.990971,-118.421303,13525,1,One Way,One Day Pass,standard
483343280,17,1/31/2025 23:22,1/31/2025 23:39,3005,34.0485,-118.258537,3018,34.043732,-118.260139,24216,30,One Way,Monthly Pass,electric
483352321,51,1/31/2025 23:28,2/1/2025 0:19,4509,34.101639,-118.309174,4509,34.101639,-118.309174,06010,1,Round Trip,Walk-up,standard
483352322,50,1/31/2025 23:29,2/1/2025 0:19,4509,34.101639,-118.309174,4509,34.101639,-118.309174,14844,1,Round Trip,Walk-up,standard
483343501,20,1/31/2025 23:33,1/31/2025 23:53,3006,34.04554,-118.256668,3006,34.04554,-118.256668,23516,30,Round Trip,Monthly Pass,electric
483352352,47,1/31/2025 23:35,2/1/2025 0:21,3074,34.04417,-118.261169,3027,34.04998,-118.247162,22538,30,One Way,Monthly Pass,electric
483343376,8,1/31/2025 23:35,1/31/2025 23:43,3005,34.0485,-118.258537,3026,34.063179,-118.24588,27931,1,One Way,Walk-up,electric
483352204,34,1/31/2025 23:35,2/1/2025 0:09,4529,34.10186,-118.33329,4537,34.098228,-118.338821,30425,30,One Way,Monthly Pass,electric
483343474,9,1/31/2025 23:42,1/31/2025 23:51,4546,34.031399,-118.453629,4514,34.046211,-118.451172,13152,30,One Way,Monthly Pass,standard
483352008,12,1/31/2025 23:51,2/1/2025 0:03,4514,34.046211,-118.451172,4613,34.069752,-118.445351,28828,30,One Way,Monthly Pass,electric
483352468,33,1/31/2025 23:54,2/1/2025 0:27,3006,34.04554,-118.256668,3006,34.04554,-118.256668,23516,30,Round Trip,Monthly Pass,electric
483352201,12,1/31/2025 23:56,2/1/2025 0:08,3046,34.052872,-118.24749,4314,34.057709,-118.279762,26704,30,One Way,Monthly Pass,electric
483352647,30,2/1/2025 0:12,2/1/2025 0:42,3033,34.040989,-118.255798,4217,34.04031,-118.25827,15711,1,One Way,Walk-up,standard
483352301,5,2/1/2025 0:13,2/1/2025 0:18,3069,34.05088,-118.248253,4672,34.045021,-118.253189,16600,30,One Way,Monthly Pass,electric
483352556,15,2/1/2025 0:19,2/1/2025 0:34,3022,34.04607,-118.233093,3005,34.0485,-118.258537,30534,30,One Way,Monthly Pass,electric
483352481,8,2/1/2025 0:20,2/1/2025 0:28,3082,34.04652,-118.237411,4486,34.06126,-118.258598,27593,30,One Way,Monthly Pass,electric
483352751,20,2/1/2025 0:33,2/1/2025 0:53,3066,34.063389,-118.23616,3066,34.063389,-118.23616,26554,1,Round Trip,Walk-up,electric
483352753,18,2/1/2025 0:35,2/1/2025 0:53,3066,34.063389,-118.23616,3066,34.063389,-118.23616,14869,1,Round Trip,Walk-up,standard
483370482,90,2/1/2025 0:37,2/1/2025 2:07,3027,34.04998,-118.247162,3011,34.041119,-118.26796,22538,30,One Way,Monthly Pass,electric
483361410,29,2/1/2025 0:37,2/1/2025 1:06,3006,34.04554,-118.256668,4680,34.043522,-118.255089,23516,30,One Way,Monthly Pass,electric
483352754,15,2/1/2025 0:38,2/1/2025 0:53,3034,34.042061,-118.263382,3022,34.04607,-118.233093,16190,365,One Way,Annual Pass,standard
483434430,520,2/1/2025 0:38,2/1/2025 9:18,4509,34.101639,-118.309174,3000,,,14973,1,One Way,One Day Pass,standard
483361536,26,2/1/2025 0:55,2/1/2025 1:21,4528,34.06097,-118.444366,4567,34.02018,-118.40403,13554,1,One Way,Walk-up,standard
483361537,25,2/1/2025 0:56,2/1/2025 1:21,4528,34.06097,-118.444366,4567,34.02018,-118.40403,15533,30,One Way,Monthly Pass,standard
483361481,12,2/1/2025 1:04,2/1/2025 1:16,4528,34.06097,-118.444366,4514,34.046211,-118.451172,20142,1,One Way,Walk-up,standard
483361592,18,2/1/2025 1:06,2/1/2025 1:24,4627,34.101849,-118.325142,4509,34.101639,-118.309174,15685,1,One Way,Walk-up,standard
483361593,8,2/1/2025 1:16,2/1/2025 1:24,4627,34.101849,-118.325142,4509,34.101639,-118.309174,12374,1,One Way,Walk-up,standard
483361572,3,2/1/2025 1:20,2/1/2025 1:23,4406,34.101891,-118.300613,4442,34.098,-118.300468,28644,30,One Way,Monthly Pass,electric
483361817,23,2/1/2025 1:23,2/1/2025 1:46,4680,34.043522,-118.255089,3006,34.04554,-118.256668,23516,30,One Way,Monthly Pass,electric
483361819,1,2/1/2025 1:45,2/1/2025 1:46,4510,34.077351,-118.264549,4510,34.077351,-118.264549,21930,30,Round Trip,Monthly Pass,electric
483370763,60,2/1/2025 1:48,2/1/2025 2:48,3006,34.04554,-118.256668,4246,34.023708,-118.279167,23516,30,One Way,Monthly Pass,electric
483370486,11,2/1/2025 2:03,2/1/2025 2:14,4476,34.08252,-118.27272,4452,34.102329,-118.28746,29206,30,One Way,Monthly Pass,electric
483370483,1,2/1/2025 2:03,2/1/2025 2:04,3022,34.04607,-118.233093,3022,34.04607,-118.233093,12228,365,Round Trip,Annual Pass,standard
483370484,6,2/1/2025 2:04,2/1/2025 2:10,4587,34.060791,-118.309067,4664,34.055161,-118.30899,24018,30,One Way,Monthly Pass,electric
483370498,10,2/1/2025 2:12,2/1/2025 2:22,4247,34.033642,-118.291313,4266,34.026291,-118.277687,28788,30,One Way,Monthly Pass,electric
483405394,5,2/1/2025 2:21,2/1/2025 2:26,3011,34.041119,-118.26796,3000,,,22538,30,One Way,Monthly Pass,electric
483379399,33,2/1/2025 2:50,2/1/2025 3:23,4246,34.023708,-118.279167,4246,34.023708,-118.279167,23516,30,Round Trip,Monthly Pass,electric
483379338,4,2/1/2025 2:59,2/1/2025 3:03,4266,34.026291,-118.277687,4443,34.022091,-118.279793,22305,30,One Way,Monthly Pass,electric
483379441,22,2/1/2025 3:09,2/1/2025 3:31,4246,34.023708,-118.279167,3035,34.048401,-118.260948,23438,30,One Way,Monthly Pass,electric
483379455,9,2/1/2025 3:24,2/1/2025 3:33,4246,34.023708,-118.279167,4443,34.022091,-118.279793,23516,30,One Way,Monthly Pass,electric
483379586,22,2/1/2025 3:29,2/1/2025 3:51,4577,33.993019,-118.414909,4543,33.95718,-118.451248,15141,30,One Way,Monthly Pass,standard
483379589,13,2/1/2025 3:39,2/1/2025 3:52,4528,34.06097,-118.444366,4514,34.046211,-118.451172,25378,30,One Way,Monthly Pass,electric
483388254,61,2/1/2025 3:55,2/1/2025 4:56,3035,34.048401,-118.260948,3035,34.048401,-118.260948,15558,1,Round Trip,One Day Pass,standard
483434585,268,2/1/2025 4:54,2/1/2025 9:22,4486,34.06126,-118.258598,4494,34.075981,-118.256012,27593,1,One Way,Walk-up,electric
483396814,4,2/1/2025 5:07,2/1/2025 5:11,3005,34.0485,-118.258537,4217,34.04031,-118.25827,24389,30,One Way,Monthly Pass,electric
483405404,9,2/1/2025 5:55,2/1/2025 6:04,4401,34.075611,-118.291862,4312,34.06699,-118.290878,13789,30,One Way,Monthly Pass,standard
483405438,4,2/1/2025 6:09,2/1/2025 6:13,3006,34.04554,-118.256668,3035,34.048401,-118.260948,06016,1,One Way,One Day Pass,standard
483405487,14,2/1/2025 6:10,2/1/2025 6:24,4545,33.95879,-118.44828,4632,33.986671,-118.440948,29995,30,One Way,Monthly Pass,electric
483405592,20,2/1/2025 6:35,2/1/2025 6:55,4210,33.984341,-118.47155,4215,34.014309,-118.491341,29601,365,One Way,Annual Pass,electric
483405567,7,2/1/2025 6:44,2/1/2025 6:51,4521,33.990318,-118.412048,4575,34.000309,-118.402527,12097,1,One Way,Walk-up,standard
483414310,32,2/1/2025 6:47,2/1/2025 7:19,4214,33.99556,-118.481552,4214,33.99556,-118.481552,13939,1,Round Trip,One Day Pass,standard
483484488,379,2/1/2025 6:50,2/1/2025 13:08,4214,33.99556,-118.481552,4214,33.99556,-118.481552,06006,1,Round Trip,One Day Pass,standard
483414316,29,2/1/2025 6:50,2/1/2025 7:19,4214,33.99556,-118.481552,4214,33.99556,-118.481552,15316,1,Round Trip,One Day Pass,standard
483405628,7,2/1/2025 6:52,2/1/2025 6:59,3054,34.039219,-118.236488,3014,34.05661,-118.237213,14875,365,One Way,Annual Pass,standard
483414259,20,2/1/2025 6:56,2/1/2025 7:16,4215,34.014309,-118.491341,4210,33.984341,-118.47155,29601,365,One Way,Annual Pass,electric
483414203,8,2/1/2025 7:02,2/1/2025 7:10,4474,34.110031,-118.287163,4439,34.090969,-118.286247,13629,30,One Way,Monthly Pass,standard
483414233,2,2/1/2025 7:11,2/1/2025 7:13,3014,34.05661,-118.237213,3066,34.063389,-118.23616,24059,30,One Way,Monthly Pass,electric
483414400,10,2/1/2025 7:14,2/1/2025 7:24,4571,34.027649,-118.413559,4492,34.036869,-118.425499,05773,30,One Way,Monthly Pass,standard
483414640,15,2/1/2025 7:26,2/1/2025 7:41,4492,34.036869,-118.425499,4528,34.06097,-118.444366,22252,30,One Way,Monthly Pass,electric
483414459,1,2/1/2025 7:28,2/1/2025 7:29,4587,34.060791,-118.309067,4587,34.060791,-118.309067,15365,1,Round Trip,Walk-up,standard
483414755,25,2/1/2025 7:29,2/1/2025 7:54,4587,34.060791,-118.309067,4518,34.057968,-118.299751,15846,1,One Way,Walk-up,standard
483414509,3,2/1/2025 7:30,2/1/2025 7:33,4518,34.057968,-118.299751,4524,34.06163,-118.301193,16242,30,One Way,Monthly Pass,standard
483414526,4,2/1/2025 7:30,2/1/2025 7:34,4311,34.059689,-118.294662,4304,34.06258,-118.290092,23942,30,One Way,Monthly Pass,electric
483445423,164,2/1/2025 7:41,2/1/2025 10:25,3058,34.035801,-118.23317,3058,34.035801,-118.23317,13994,1,Round Trip,Walk-up,standard
483414808,13,2/1/2025 7:44,2/1/2025 7:57,4487,34.062111,-118.446922,4492,34.036869,-118.425499,14936,30,One Way,Monthly Pass,standard
483414745,9,2/1/2025 7:44,2/1/2025 7:53,4595,34.16835,-118.387497,4600,34.17765,-118.382309,24049,1,One Way,Walk-up,electric
483423504,18,2/1/2025 7:47,2/1/2025 8:05,3032,34.049889,-118.255882,3014,34.05661,-118.237213,20253,30,One Way,Monthly Pass,standard
483419884,13,2/1/2025 7:48,2/1/2025 8:01,4553,33.99958,-118.44136,4206,33.998341,-118.461014,15799,1,One Way,Walk-up,standard
483416659,7,2/1/2025 7:53,2/1/2025 8:00,4487,34.062111,-118.446922,4613,34.069752,-118.445351,20177,1,One Way,Walk-up,standard
483414853,7,2/1/2025 7:53,2/1/2025 8:00,4487,34.062111,-118.446922,4613,34.069752,-118.445351,12244,30,One Way,Monthly Pass,standard
483414840,5,2/1/2025 7:54,2/1/2025 7:59,4628,34.05978,-118.288544,4447,34.0616,-118.28199,14023,30,One Way,Monthly Pass,standard
483423715,24,2/1/2025 8:06,2/1/2025 8:30,4578,34.04298,-118.252953,4578,34.04298,-118.252953,14853,30,Round Trip,Monthly Pass,standard
483459137,208,2/1/2025 8:06,2/1/2025 11:34,4447,34.0616,-118.28199,4538,34.06543,-118.308823,28380,1,One Way,One Day Pass,electric
483423643,16,2/1/2025 8:09,2/1/2025 8:25,4300,34.04887,-118.2743,3007,34.05048,-118.254593,13925,30,One Way,Monthly Pass,standard
483433926,52,2/1/2025 8:15,2/1/2025 9:07,4273,34.02586,-118.284103,4492,34.036869,-118.425499,15996,30,One Way,Monthly Pass,standard
483433703,47,2/1/2025 8:16,2/1/2025 9:03,4209,33.996239,-118.477448,4209,33.996239,-118.477448,25395,30,Round Trip,Monthly Pass,electric
483423647,7,2/1/2025 8:18,2/1/2025 8:25,4660,33.997238,-118.446732,4536,33.989079,-118.462257,15288,365,One Way,Annual Pass,standard
483423729,11,2/1/2025 8:19,2/1/2025 8:30,3047,34.039982,-118.266403,3035,34.048401,-118.260948,13810,30,One Way,Monthly Pass,standard
483423870,14,2/1/2025 8:22,2/1/2025 8:36,4213,33.995369,-118.464798,4214,33.99556,-118.481552,26467,30,One Way,Monthly Pass,electric
483423792,9,2/1/2025 8:24,2/1/2025 8:33,4293,34.062279,-118.271523,4444,34.061619,-118.305573,29171,365,One Way,Annual Pass,electric
483424224,20,2/1/2025 8:25,2/1/2025 8:45,3064,34.046131,-118.257591,3064,34.046131,-118.257591,06012,30,Round Trip,Monthly Pass,standard
483423753,6,2/1/2025 8:26,2/1/2025 8:32,4672,34.045021,-118.253189,4217,34.04031,-118.25827,16600,30,One Way,Monthly Pass,electric
483423877,9,2/1/2025 8:27,2/1/2025 8:37,4613,34.069752,-118.445351,4487,34.062111,-118.446922,20177,365,One Way,Annual Pass,standard
483423882,9,2/1/2025 8:28,2/1/2025 8:37,4613,34.069752,-118.445351,4487,34.062111,-118.446922,12244,365,One Way,Annual Pass,standard
483424240,13,2/1/2025 8:32,2/1/2025 8:45,4217,34.04031,-118.25827,4266,34.026291,-118.277687,24389,30,One Way,Monthly Pass,electric
483424173,10,2/1/2025 8:33,2/1/2025 8:43,4514,34.046211,-118.451172,4562,34.02697,-118.428207,25378,30,One Way,Monthly Pass,electric
483424042,5,2/1/2025 8:33,2/1/2025 8:38,4266,34.026291,-118.277687,3000,,,28788,30,One Way,Monthly Pass,electric
483424107,9,2/1/2025 8:33,2/1/2025 8:42,4293,34.062279,-118.271523,4300,34.04887,-118.2743,14813,30,One Way,Monthly Pass,standard
483424056,7,2/1/2025 8:34,2/1/2025 8:41,4563,34.017448,-118.409569,4548,34.026829,-118.393517,05721,365,One Way,Annual Pass,standard
483423931,3,2/1/2025 8:35,2/1/2025 8:38,4250,34.03017,-118.280952,4273,34.02586,-118.284103,26724,30,One Way,Monthly Pass,electric
483433722,20,2/1/2025 8:43,2/1/2025 9:03,4207,34.000881,-118.46891,4215,34.014309,-118.491341,29600,30,One Way,Monthly Pass,electric
483424576,10,2/1/2025 8:43,2/1/2025 8:53,3066,34.063389,-118.23616,4475,34.045181,-118.243248,26554,30,One Way,Monthly Pass,electric
483424962,15,2/1/2025 8:43,2/1/2025 8:58,4510,34.077351,-118.264549,3069,34.05088,-118.248253,21930,30,One Way,Monthly Pass,electric
483424774,11,2/1/2025 8:44,2/1/2025 8:56,4518,34.057968,-118.299751,4447,34.0616,-118.28199,15846,1,One Way,One Day Pass,standard
483434221,30,2/1/2025 8:44,2/1/2025 9:14,4215,34.014309,-118.491341,4214,33.99556,-118.481552,23962,1,One Way,One Day Pass,electric
483433888,20,2/1/2025 8:46,2/1/2025 9:06,4543,33.95718,-118.451248,4577,33.993019,-118.414909,15141,365,One Way,Annual Pass,standard
483458927,166,2/1/2025 8:46,2/1/2025 11:32,4562,34.02697,-118.428207,4689,34.023849,-118.426071,25378,30,One Way,Monthly Pass,electric
483459695,175,2/1/2025 8:46,2/1/2025 11:41,4562,34.02697,-118.428207,4689,34.023849,-118.426071,14929,30,One Way,Monthly Pass,standard
483445674,102,2/1/2025 8:47,2/1/2025 10:29,4445,34.073639,-118.251572,4445,34.073639,-118.251572,29972,1,Round Trip,One Day Pass,electric
483424637,5,2/1/2025 8:48,2/1/2025 8:53,4562,34.02697,-118.428207,4549,34.022449,-118.438332,15928,30,One Way,Monthly Pass,standard
483424455,2,2/1/2025 8:49,2/1/2025 8:51,4543,33.95718,-118.451248,4543,33.95718,-118.451248,12014,30,Round Trip,Monthly Pass,standard
483434572,31,2/1/2025 8:50,2/1/2025 9:21,4543,33.95718,-118.451248,4543,33.95718,-118.451248,05819,1,Round Trip,Walk-up,standard
483424724,4,2/1/2025 8:51,2/1/2025 8:55,4248,34.028351,-118.288673,4441,34.026619,-118.281807,05835,30,One Way,Monthly Pass,standard
483435666,62,2/1/2025 8:52,2/1/2025 9:53,4214,33.99556,-118.481552,4214,33.99556,-118.481552,15316,1,Round Trip,Walk-up,standard
483434173,18,2/1/2025 8:54,2/1/2025 9:12,4549,34.022449,-118.438332,4492,34.036869,-118.425499,22052,30,One Way,Monthly Pass,electric
483432377,7,2/1/2025 8:55,2/1/2025 9:02,4567,34.02018,-118.40403,4557,34.011799,-118.419441,06444,365,One Way,Annual Pass,standard
483433930,11,2/1/2025 8:56,2/1/2025 9:07,4645,34.023411,-118.429008,4555,34.005871,-118.429161,24833,30,One Way,Monthly Pass,electric
483433981,10,2/1/2025 8:58,2/1/2025 9:08,4487,34.062111,-118.446922,4613,34.069752,-118.445351,13437,365,One Way,Annual Pass,standard
483433973,9,2/1/2025 8:59,2/1/2025 9:08,4487,34.062111,-118.446922,4613,34.069752,-118.445351,12244,365,One Way,Annual Pass,standard
483444468,60,2/1/2025 9:04,2/1/2025 10:04,4632,33.986671,-118.440948,4214,33.99556,-118.481552,15813,30,One Way,Monthly Pass,standard
483444460,60,2/1/2025 9:04,2/1/2025 10:04,4632,33.986671,-118.440948,4214,33.99556,-118.481552,15212,30,One Way,Monthly Pass,standard
483434296,10,2/1/2025 9:05,2/1/2025 9:15,3018,34.043732,-118.260139,4266,34.026291,-118.277687,24216,30,One Way,Monthly Pass,electric
483434300,10,2/1/2025 9:06,2/1/2025 9:16,4557,34.011799,-118.419441,4576,34.022579,-118.40551,06444,365,One Way,Annual Pass,standard
483434392,4,2/1/2025 9:13,2/1/2025 9:17,4206,33.998341,-118.461014,4202,33.991161,-118.468292,15799,30,One Way,Monthly Pass,standard
483435037,22,2/1/2025 9:13,2/1/2025 9:35,4492,34.036869,-118.425499,4562,34.02697,-118.428207,22052,30,One Way,Monthly Pass,electric
483434582,8,2/1/2025 9:14,2/1/2025 9:22,4442,34.098,-118.300468,4437,34.105358,-118.28727,28644,30,One Way,Monthly Pass,electric
483435255,25,2/1/2025 9:15,2/1/2025 9:40,4214,33.99556,-118.481552,4210,33.984341,-118.47155,26467,1,One Way,One Day Pass,electric
483434536,3,2/1/2025 9:17,2/1/2025 9:20,4273,34.02586,-118.284103,4479,34.031502,-118.288742,26724,30,One Way,Monthly Pass,electric
483435074,17,2/1/2025 9:18,2/1/2025 9:35,4207,34.000881,-118.46891,4652,34.02705,-118.485184,13982,1,One Way,Walk-up,standard
483435387,26,2/1/2025 9:19,2/1/2025 9:45,4514,34.046211,-118.451172,4215,34.014309,-118.491341,20142,30,One Way,Monthly Pass,standard
483435388,25,2/1/2025 9:20,2/1/2025 9:45,4514,34.046211,-118.451172,4215,34.014309,-118.491341,13548,30,One Way,Monthly Pass,standard
483434674,3,2/1/2025 9:20,2/1/2025 9:23,4644,34.061859,-118.45002,4528,34.06097,-118.444366,20218,365,One Way,Annual Pass,standard
483434948,9,2/1/2025 9:23,2/1/2025 9:32,4536,33.989079,-118.462257,4209,33.996239,-118.477448,05965,30,One Way,Monthly Pass,standard
483434928,9,2/1/2025 9:23,2/1/2025 9:32,4536,33.989079,-118.462257,4209,33.996239,-118.477448,06431,30,One Way,Monthly Pass,standard
483434959,9,2/1/2025 9:24,2/1/2025 9:33,4528,34.06097,-118.444366,4492,34.036869,-118.425499,22252,365,One Way,Annual Pass,electric
483458422,120,2/1/2025 9:25,2/1/2025 11:25,4214,33.99556,-118.481552,4215,34.014309,-118.491341,14097,1,One Way,Walk-up,standard
483458423,120,2/1/2025 9:25,2/1/2025 11:25,4214,33.99556,-118.481552,4215,34.014309,-118.491341,15376,1,One Way,Walk-up,standard
483471807,183,2/1/2025 9:27,2/1/2025 12:30,4536,33.989079,-118.462257,4212,33.988129,-118.471741,25159,365,One Way,Annual Pass,electric
483447930,87,2/1/2025 9:30,2/1/2025 10:57,4211,33.984928,-118.469963,4215,34.014309,-118.491341,15160,30,One Way,Monthly Pass,standard
483445071,47,2/1/2025 9:31,2/1/2025 10:18,4475,34.045181,-118.243248,4491,34.04744,-118.24794,26554,30,One Way,Monthly Pass,electric
483435281,4,2/1/2025 9:38,2/1/2025 9:42,4491,34.04744,-118.24794,4578,34.04298,-118.252953,14890,30,One Way,Monthly Pass,standard
483447931,79,2/1/2025 9:38,2/1/2025 10:57,4211,33.984928,-118.469963,4215,34.014309,-118.491341,06645,1,One Way,Walk-up,standard
483435519,9,2/1/2025 9:40,2/1/2025 9:49,4455,34.10936,-118.271812,4483,34.1007,-118.259117,15332,30,One Way,Monthly Pass,standard
483435570,10,2/1/2025 9:41,2/1/2025 9:51,4210,33.984341,-118.47155,4214,33.99556,-118.481552,26467,1,One Way,One Day Pass,electric
483435600,6,2/1/2025 9:45,2/1/2025 9:51,4606,34.168629,-118.377068,4601,34.161709,-118.372818,30585,30,One Way,Monthly Pass,electric
483435516,3,2/1/2025 9:46,2/1/2025 9:49,3032,34.049889,-118.255882,3064,34.046131,-118.257591,30553,30,One Way,Monthly Pass,electric
483442837,14,2/1/2025 9:48,2/1/2025 10:02,4632,33.986671,-118.440948,4536,33.989079,-118.462257,29995,365,One Way,Annual Pass,electric
483444950,24,2/1/2025 9:50,2/1/2025 10:14,4483,34.1007,-118.259117,3026,34.063179,-118.24588,25591,30,One Way,Monthly Pass,electric
483442155,11,2/1/2025 9:50,2/1/2025 10:01,4487,34.062111,-118.446922,4643,34.07262,-118.44944,13984,1,One Way,Walk-up,standard
483444516,13,2/1/2025 9:52,2/1/2025 10:05,3064,34.046131,-118.257591,4300,34.04887,-118.2743,30553,30,One Way,Monthly Pass,electric
483445073,26,2/1/2025 9:52,2/1/2025 10:18,4214,33.99556,-118.481552,4215,34.014309,-118.491341,26467,1,One Way,One Day Pass,electric
483444517,12,2/1/2025 9:53,2/1/2025 10:05,4206,33.998341,-118.461014,4553,33.99958,-118.44136,13775,1,One Way,Walk-up,standard
483444463,10,2/1/2025 9:54,2/1/2025 10:04,4601,34.161709,-118.372818,4601,34.161709,-118.372818,30585,30,Round Trip,Monthly Pass,electric
483447002,49,2/1/2025 9:58,2/1/2025 10:47,4209,33.996239,-118.477448,4209,33.996239,-118.477448,14106,1,Round Trip,Walk-up,standard
483444641,8,2/1/2025 9:58,2/1/2025 10:06,4205,33.993771,-118.453667,4553,33.99958,-118.44136,05728,30,One Way,Monthly Pass,standard
483735977,4,2/1/2025 9:58,2/1/2025 10:02,3062,34.047749,-118.243172,3000,,,06685,365,One Way,Annual Pass,standard
483443291,4,2/1/2025 9:58,2/1/2025 10:02,3066,34.063389,-118.23616,3065,34.060558,-118.238327,24059,30,One Way,Monthly Pass,electric
483445728,30,2/1/2025 9:59,2/1/2025 10:29,4315,34.054031,-118.27092,3074,34.04417,-118.261169,27886,30,One Way,Monthly Pass,electric
483444651,7,2/1/2025 9:59,2/1/2025 10:06,3042,34.049301,-118.238808,3065,34.060558,-118.238327,14952,365,One Way,Annual Pass,standard
483445749,31,2/1/2025 9:59,2/1/2025 10:30,3014,34.05661,-118.237213,3014,34.05661,-118.237213,23796,30,Round Trip,Monthly Pass,electric
483445074,19,2/1/2025 9:59,2/1/2025 10:18,4215,34.014309,-118.491341,4210,33.984341,-118.47155,29600,30,One Way,Monthly Pass,electric
483445700,26,2/1/2025 10:03,2/1/2025 10:29,3065,34.060558,-118.238327,3056,34.03746,-118.265381,17624,30,One Way,Monthly Pass,electric
483445075,13,2/1/2025 10:05,2/1/2025 10:18,4449,34.04557,-118.274193,4314,34.057709,-118.279762,12306,365,One Way,Annual Pass,standard
483445418,20,2/1/2025 10:05,2/1/2025 10:25,4552,33.990971,-118.421303,4206,33.998341,-118.461014,06249,30,One Way,Monthly Pass,standard
483445920,26,2/1/2025 10:06,2/1/2025 10:32,4555,34.005871,-118.429161,4644,34.061859,-118.45002,24833,30,One Way,Monthly Pass,electric
483458396,78,2/1/2025 10:06,2/1/2025 11:24,4214,33.99556,-118.481552,4202,33.991161,-118.468292,13939,1,One Way,Walk-up,standard
