Loan_ID,Gender,Married,ApplicantIncome,LoanAmount,Loan_Status
LP001032,Male,No,4950.0,125.0,Y
LP002459,Male,Yes,4301.0,118.0,Y
LP002244,Male,Yes,2333.0,136.0,Y
LP001041,Male,Yes,2600.0,,Y
LP002131,Male,Yes,3083.0,126.0,Y
LP001114,Male,No,4166.0,184.0,Y
LP002175,Male,Yes,4750.0,130.0,Y
LP001391,Male,Yes,,152.0,N
LP001586,Male,Yes,3522.0,81.0,N
LP001813,Male,No,6050.0,120.0,N
LP002243,Male,Yes,3010.0,,N
LP001222,Female,No,4166.0,116.0,N
LP001963,Male,Yes,,113.0,N
LP002804,Female,Yes,4180.0,182.0,Y
LP001422,Female,No,10408.0,259.0,Y
LP002110,Male,Yes,5250.0,160.0,Y
LP002522,Female,No,2500.0,93.0,Y
LP002931,Male,Yes,6000.0,205.0,N
LP002054,Male,Yes,3601.0,,Y
LP001536,Male,Yes,39999.0,600.0,Y
LP002130,Male,Yes,3523.0,152.0,N
LP001616,Male,Yes,3750.0,116.0,Y
LP001508,Male,Yes,11757.0,187.0,Y
LP001487,Male,No,4895.0,102.0,Y
LP001144,Male,Yes,5821.0,144.0,Y
LP002188,Male,No,5124.0,124.0,N
LP001904,Male,Yes,3103.0,80.0,Y
LP001978,Male,No,,140.0,Y
LP001786,Male,Yes,5746.0,255.0,N
LP002226,Male,Yes,3333.0,128.0,Y
LP002953,Male,Yes,5703.0,128.0,Y
LP002555,Male,Yes,4583.0,160.0,Y
LP001677,Male,No,4923.0,166.0,Y
LP002619,Male,Yes,3814.0,124.0,Y
LP002792,Male,Yes,5468.0,26.0,Y
LP001482,Male,Yes,3459.0,25.0,Y
LP001131,Male,Yes,3941.0,134.0,Y
LP001877,Male,Yes,4708.0,,Y
LP002243,Male,Yes,3010.0,,N
LP002795,Male,Yes,10139.0,260.0,Y
LP001137,Female,No,3410.0,88.0,Y
LP002562,Male,Yes,5333.0,186.0,Y
LP002717,Male,Yes,1025.0,216.0,Y
LP001043,Male,Yes,7660.0,104.0,N
LP001482,Male,Yes,3459.0,25.0,Y
LP001349,Male,No,4843.0,151.0,Y
LP001610,Male,Yes,5516.0,,N
LP001279,Male,No,2366.0,136.0,Y
LP002447,Male,Yes,1958.0,60.0,Y
LP001487,Male,No,4895.0,102.0,Y
LP001528,Male,No,6277.0,118.0,N
LP001345,Male,Yes,4288.0,133.0,Y
LP001894,Male,Yes,2620.0,150.0,Y
LP002964,Male,Yes,3987.0,157.0,Y
LP001720,Male,Yes,3850.0,100.0,Y
LP001754,Male,Yes,4735.0,138.0,N
LP001922,Male,Yes,20667.0,,N
LP002447,Male,Yes,1958.0,,Y
LP002643,Male,Yes,3283.0,148.0,Y
LP002272,Male,Yes,3276.0,135.0,Y
LP001877,Male,Yes,4708.0,150.0,Y
LP001243,Male,Yes,3208.0,172.0,Y
LP002536,Male,Yes,3095.0,113.0,Y
LP001119,Male,No,3600.0,80.0,N
LP001825,Male,Yes,1809.0,90.0,Y
LP002776,Female,No,5000.0,103.0,N
LP001333,Male,Yes,1977.0,50.0,Y
LP002717,Male,Yes,1025.0,216.0,Y
LP001038,Male,Yes,4887.0,133.0,N
LP002170,Male,Yes,5000.0,236.0,Y
LP002515,Male,Yes,3450.0,162.0,Y
LP002301,Female,No,7441.0,194.0,N
LP001900,Male,Yes,2750.0,115.0,Y
LP001488,Male,Yes,4000.0,290.0,N
LP002187,Male,No,2500.0,96.0,N
LP002357,Female,No,2720.0,80.0,N
LP002086,Female,Yes,4333.0,110.0,N
LP001664,Male,No,,120.0,Y
LP002983,Male,Yes,8072.0,,Y
LP002928,Male,Yes,3000.0,56.0,Y
LP001784,Male,Yes,5500.0,170.0,Y
LP002911,Male,Yes,,146.0,N
LP001194,Male,Yes,2708.0,97.0,Y
LP001864,Male,Yes,4931.0,128.0,N
LP002131,Male,Yes,3083.0,126.0,Y
LP001586,Male,Yes,3522.0,81.0,N
LP002529,Male,Yes,6700.0,230.0,Y
LP002953,Male,Yes,5703.0,128.0,Y
LP002692,Male,Yes,5677.0,100.0,Y
LP001248,Male,No,3500.0,81.0,Y
LP001318,Male,Yes,6250.0,188.0,Y
LP001770,Male,No,3189.0,,Y
LP001560,Male,Yes,1863.0,98.0,Y
LP001572,Male,Yes,9323.0,75.0,Y
LP002180,Male,No,6822.0,141.0,Y
LP002287,Female,No,1500.0,103.0,N
LP001653,Male,No,4885.0,48.0,Y
LP002328,Male,Yes,6096.0,218.0,N
LP002603,Female,No,645.0,113.0,Y
LP001520,Male,Yes,4860.0,125.0,Y
LP002315,Male,Yes,8300.0,152.0,N
LP001333,Male,Yes,1977.0,50.0,Y
LP001250,Male,Yes,4755.0,95.0,N
LP001349,Male,No,4843.0,151.0,Y
LP001572,Male,Yes,9323.0,75.0,Y
LP001940,Male,Yes,3153.0,134.0,Y
LP002387,Male,Yes,2425.0,143.0,Y
LP001768,Male,Yes,3716.0,42.0,Y
LP001034,Male,No,3596.0,100.0,Y
LP001036,Female,No,3510.0,76.0,N
LP002807,Male,Yes,3675.0,108.0,Y
LP001038,Male,Yes,4887.0,133.0,N
LP001194,Male,Yes,2708.0,97.0,Y
LP002444,Male,No,2769.0,190.0,N
LP002784,Male,Yes,2492.0,,Y
LP001205,Male,Yes,2500.0,120.0,Y
LP002739,Male,Yes,2917.0,66.0,N
LP002714,Male,No,2679.0,94.0,Y
LP001002,Male,No,5849.0,,Y
LP002229,Male,No,5941.0,296.0,Y
LP001543,Male,Yes,9538.0,187.0,Y
LP001488,Male,Yes,4000.0,290.0,N
LP001205,Male,Yes,2500.0,120.0,Y
LP002983,Male,Yes,8072.0,253.0,Y
LP002368,Male,Yes,5935.0,133.0,Y
LP001977,Male,Yes,1625.0,96.0,Y
LP002149,Male,Yes,8333.0,165.0,Y
LP001819,Male,Yes,6608.0,137.0,Y
LP001120,Male,No,1800.0,47.0,Y
LP001954,Female,Yes,4666.0,135.0,Y
LP002473,Male,Yes,8334.0,160.0,N
LP002175,Male,Yes,,130.0,Y
LP002347,Male,Yes,3246.0,138.0,Y
LP002949,Female,No,416.0,350.0,N
LP002729,Male,No,11250.0,196.0,N
LP001778,Male,Yes,3155.0,140.0,Y
LP002364,Male,Yes,14880.0,96.0,Y
LP001430,Female,No,4166.0,44.0,Y
LP002502,Female,Yes,210.0,98.0,Y
LP002418,Male,No,4707.0,148.0,Y
LP002357,Female,No,2720.0,80.0,N
LP002262,Male,Yes,9504.0,275.0,Y
LP001157,Female,No,3086.0,,Y
LP002990,Female,No,4583.0,133.0,N
LP001800,Male,Yes,2510.0,140.0,N
LP001926,Male,Yes,3704.0,120.0,Y
LP002943,Male,No,2987.0,88.0,N
LP002916,Male,Yes,2297.0,104.0,Y
LP002244,Male,Yes,2333.0,136.0,Y
LP002144,Female,No,3813.0,116.0,Y
LP001977,Male,Yes,1625.0,96.0,Y
LP001531,Male,No,9166.0,244.0,N
LP002821,Male,No,5800.0,132.0,Y
LP002368,Male,Yes,5935.0,133.0,Y
LP001264,Male,Yes,3333.0,130.0,Y
LP001431,Female,No,2137.0,137.0,Y
LP001938,Male,Yes,4400.0,127.0,N
LP002305,Female,No,4547.0,115.0,Y
LP002739,Male,Yes,2917.0,66.0,N
LP001749,Male,Yes,7578.0,175.0,Y
LP001722,Male,Yes,150.0,135.0,N
LP001097,Male,No,4692.0,106.0,N
LP001931,Female,No,4124.0,115.0,Y
LP002345,Male,Yes,1025.0,112.0,Y
LP002753,Female,No,3652.0,95.0,Y
LP001265,Female,No,3846.0,111.0,Y
LP002898,Male,Yes,1880.0,61.0,N
LP001806,Male,No,2965.0,155.0,Y
LP001824,Male,Yes,2882.0,123.0,Y
LP002533,Male,Yes,2947.0,,N
LP001936,Male,Yes,3075.0,139.0,Y
LP001432,Male,Yes,2957.0,81.0,Y
LP001776,Female,No,8333.0,280.0,Y
LP002729,Male,No,11250.0,196.0,N
LP002533,Male,Yes,2947.0,,N
LP001343,Male,Yes,1759.0,131.0,Y
LP001439,Male,Yes,4300.0,194.0,Y
LP002943,Male,No,,88.0,N
LP001385,Male,No,5316.0,136.0,Y
LP002113,Female,No,1830.0,,N
LP001116,Male,No,3748.0,110.0,Y
LP002792,Male,Yes,5468.0,26.0,Y
LP001426,Male,Yes,5667.0,180.0,Y
LP001207,Male,Yes,2609.0,165.0,N
LP002556,Male,No,,,N
LP002562,Male,Yes,5333.0,,Y
LP002086,Female,Yes,4333.0,110.0,N
LP002652,Male,No,5815.0,311.0,N
LP002055,Female,No,3166.0,132.0,Y
LP001028,Male,Yes,3073.0,200.0,Y
LP002455,Male,Yes,3859.0,96.0,Y
LP001275,Male,Yes,3988.0,50.0,Y
LP002137,Male,Yes,6333.0,259.0,Y
LP001498,Male,No,5417.0,168.0,Y
LP001532,Male,Yes,2281.0,113.0,N
LP001164,Female,No,4230.0,112.0,N
LP002489,Female,No,5191.0,132.0,Y
LP001068,Male,Yes,,122.0,Y
LP002112,Male,Yes,2500.0,176.0,Y
LP002974,Male,Yes,3232.0,108.0,Y
LP002362,Male,Yes,7250.0,110.0,N
LP001910,Male,No,4053.0,158.0,N
LP002266,Male,Yes,3100.0,113.0,Y
LP001114,Male,No,4166.0,184.0,Y
LP001325,Male,No,3620.0,25.0,Y
LP002031,Male,Yes,3399.0,111.0,Y
LP001451,Male,Yes,10513.0,160.0,N
LP002984,Male,Yes,7583.0,187.0,Y
LP002347,Male,Yes,3246.0,138.0,Y
LP002139,Male,Yes,9083.0,228.0,Y
LP002693,Male,Yes,7948.0,480.0,Y
LP001469,Male,No,20166.0,650.0,Y
LP001316,Male,Yes,2958.0,131.0,Y
LP002537,Male,Yes,2083.0,128.0,Y
LP002693,Male,Yes,7948.0,480.0,Y
LP001891,Male,Yes,11146.0,136.0,Y
LP001835,Male,Yes,1668.0,201.0,N
LP001507,Male,Yes,2698.0,122.0,Y
LP002784,Male,Yes,2492.0,,Y
LP002931,Male,Yes,6000.0,205.0,N
LP001194,Male,Yes,2708.0,97.0,Y
LP001702,Male,No,3418.0,127.0,N
LP002841,Male,Yes,3166.0,104.0,N
LP001003,Male,Yes,4583.0,128.0,N
LP002398,Male,No,1926.0,50.0,Y
LP002690,Male,No,2500.0,55.0,Y
LP001536,Male,Yes,39999.0,600.0,Y
LP001497,Male,Yes,5042.0,185.0,N
LP001896,Male,Yes,3900.0,90.0,Y
LP001666,Male,No,8333.0,187.0,Y
LP001179,Male,Yes,4616.0,134.0,N
LP002225,Male,Yes,5391.0,130.0,Y
LP002114,Female,No,4160.0,71.0,Y
LP002149,Male,Yes,8333.0,165.0,Y
LP001758,Male,Yes,6250.0,210.0,Y
LP001824,Male,Yes,2882.0,123.0,Y
LP002435,Male,Yes,,55.0,N
LP002978,Female,No,2900.0,,Y
LP001421,Male,Yes,5568.0,175.0,N
LP001543,Male,Yes,9538.0,187.0,Y
LP002050,Male,Yes,10000.0,155.0,N
LP002784,Male,Yes,2492.0,,Y
LP002626,Male,Yes,2479.0,188.0,Y
LP001421,Male,Yes,5568.0,175.0,N
LP002941,Male,Yes,6383.0,187.0,N
LP001003,Male,Yes,4583.0,128.0,N
LP001924,Male,No,3158.0,89.0,Y
LP001807,Male,Yes,6250.0,108.0,Y
LP001736,Male,Yes,2221.0,60.0,N
LP001222,Female,No,4166.0,116.0,N
LP002794,Female,No,2667.0,84.0,Y
LP001422,Female,No,10408.0,259.0,Y
LP001711,Male,Yes,,128.0,N
LP001949,Male,Yes,4416.0,110.0,Y
LP002692,Male,Yes,5677.0,100.0,Y
LP002898,Male,Yes,1880.0,61.0,N
LP002795,Male,Yes,10139.0,260.0,Y
LP001531,Male,No,9166.0,244.0,N
LP002448,Male,Yes,3948.0,149.0,N
LP002493,Male,No,4166.0,98.0,N
LP002119,Male,Yes,4554.0,158.0,Y
LP002211,Male,Yes,4817.0,120.0,Y
LP002804,Female,Yes,4180.0,182.0,Y
LP002097,Male,No,4384.0,117.0,Y
LP002418,Male,No,4707.0,148.0,Y
LP002729,Male,No,11250.0,196.0,N
LP001761,Male,No,6400.0,200.0,Y
LP001580,Male,Yes,8000.0,200.0,Y
LP001487,Male,No,4895.0,102.0,Y
LP002517,Male,Yes,2653.0,113.0,N
LP002035,Male,Yes,3717.0,120.0,Y
LP001482,Male,Yes,3459.0,25.0,Y
LP001574,Male,Yes,3707.0,182.0,Y
LP001922,Male,Yes,20667.0,,N
LP002619,Male,Yes,3814.0,124.0,Y
LP002502,Female,Yes,210.0,98.0,Y
LP001954,Female,Yes,,135.0,Y
LP002315,Male,Yes,8300.0,152.0,N
LP001800,Male,Yes,2510.0,140.0,N
LP002659,Male,Yes,3466.0,150.0,Y
LP001955,Female,No,5000.0,151.0,N
LP002936,Male,Yes,,142.0,Y
LP002418,Male,No,4707.0,148.0,Y
LP002368,Male,Yes,5935.0,133.0,Y
LP002243,Male,Yes,3010.0,,N
LP001507,Male,Yes,2698.0,122.0,Y
LP002813,Female,Yes,19484.0,600.0,Y
LP001535,Male,No,3254.0,50.0,Y
LP002682,Male,Yes,3074.0,123.0,N
LP001778,Male,Yes,3155.0,140.0,Y
LP001404,Female,Yes,3167.0,154.0,Y
LP001888,Female,No,3237.0,30.0,Y
LP002522,Female,No,2500.0,93.0,Y
LP001003,Male,Yes,4583.0,128.0,N
LP002926,Male,Yes,2726.0,106.0,N
LP002418,Male,No,4707.0,148.0,Y
LP002138,Male,Yes,2625.0,187.0,Y
LP001792,Male,Yes,3315.0,96.0,Y
LP002139,Male,Yes,9083.0,228.0,Y
LP002140,Male,No,8750.0,308.0,N
LP002840,Female,No,2378.0,9.0,N
LP002741,Female,Yes,4608.0,140.0,Y
LP001665,Male,Yes,3125.0,170.0,N
LP002128,Male,Yes,2583.0,125.0,Y
LP002587,Male,Yes,2600.0,107.0,Y
LP001091,Male,Yes,4166.0,201.0,N
LP002209,Female,No,2764.0,110.0,Y
LP001068,Male,Yes,2799.0,122.0,Y
LP001206,Male,Yes,3029.0,99.0,Y
LP001422,Female,No,10408.0,259.0,Y
LP001041,Male,Yes,2600.0,115.0,Y
LP001945,Female,No,5417.0,143.0,N
LP001736,Male,Yes,2221.0,60.0,N
LP002175,Male,Yes,4750.0,,Y
LP001616,Male,Yes,3750.0,116.0,Y
LP001786,Male,Yes,5746.0,,N
LP001334,Male,Yes,,115.0,Y
LP002435,Male,Yes,3539.0,55.0,N
LP001908,Female,Yes,4100.0,124.0,Y
LP002515,Male,Yes,3450.0,162.0,Y
LP001581,Male,Yes,1820.0,,Y
LP002734,Male,Yes,6133.0,324.0,Y
LP002190,Male,Yes,6325.0,175.0,Y
LP001953,Male,Yes,6875.0,200.0,Y
LP002874,Male,No,,110.0,Y
LP001765,Male,Yes,2491.0,104.0,Y
LP002149,Male,Yes,8333.0,165.0,Y
LP002938,Male,Yes,16120.0,260.0,Y
LP002777,Male,Yes,2785.0,110.0,Y
LP002699,Male,Yes,17500.0,400.0,Y
LP001465,Male,Yes,6080.0,182.0,N
LP001520,Male,Yes,4860.0,125.0,Y
LP001637,Male,Yes,33846.0,260.0,N
LP002753,Female,No,3652.0,95.0,Y
LP002990,Female,No,,133.0,N
LP002862,Male,Yes,6125.0,187.0,N
LP001066,Male,Yes,9560.0,191.0,Y
LP001743,Male,Yes,4009.0,116.0,Y
LP001316,Male,Yes,2958.0,131.0,Y
LP001640,Male,Yes,39147.0,120.0,Y
LP001310,Male,Yes,5695.0,175.0,Y
LP002205,Male,No,3062.0,111.0,N
LP002409,Male,Yes,7901.0,180.0,Y
LP001891,Male,Yes,11146.0,136.0,Y
LP002366,Male,Yes,2666.0,121.0,Y
LP002624,Male,Yes,20833.0,480.0,Y
LP002296,Male,No,2755.0,65.0,N
LP001641,Male,Yes,2178.0,,N
LP001931,Female,No,4124.0,115.0,Y
LP001250,Male,Yes,4755.0,,N
LP001947,Male,Yes,2383.0,172.0,Y
LP002531,Male,Yes,16667.0,86.0,Y
LP002472,Male,No,4354.0,136.0,Y
LP002979,Male,Yes,4106.0,,Y
LP001186,Female,Yes,11500.0,286.0,N
LP002315,Male,Yes,8300.0,152.0,N
LP001073,Male,Yes,4226.0,110.0,Y
LP001677,Male,No,4923.0,166.0,Y
LP001963,Male,Yes,2014.0,113.0,N
LP001248,Male,No,3500.0,81.0,Y
LP002301,Female,No,7441.0,194.0,N
LP001259,Male,Yes,1000.0,110.0,N
LP002741,Female,Yes,4608.0,140.0,Y
LP001036,Female,No,3510.0,76.0,N
LP002926,Male,Yes,2726.0,106.0,N
LP001326,Male,No,6782.0,,N
LP002455,Male,Yes,3859.0,,Y
LP001488,Male,Yes,4000.0,290.0,N
LP001282,Male,Yes,2500.0,104.0,Y
LP001043,Male,Yes,7660.0,104.0,N
LP001657,Male,Yes,6033.0,160.0,N
LP002170,Male,Yes,5000.0,,Y
LP002637,Male,No,,100.0,N
LP002141,Male,Yes,2666.0,95.0,Y
LP002693,Male,Yes,7948.0,480.0,Y
LP002741,Female,Yes,4608.0,140.0,Y
LP001917,Female,No,1811.0,54.0,Y
LP001715,Male,Yes,5703.0,130.0,Y
LP002863,Male,Yes,6406.0,150.0,N
LP001586,Male,Yes,3522.0,81.0,N
LP001507,Male,Yes,2698.0,122.0,Y
LP001451,Male,Yes,10513.0,160.0,N
LP002114,Female,No,4160.0,71.0,Y
LP002755,Male,Yes,2239.0,128.0,Y
LP002555,Male,Yes,4583.0,160.0,Y
LP002560,Male,No,2699.0,96.0,Y
LP001835,Male,Yes,1668.0,201.0,N
LP002265,Male,Yes,1993.0,113.0,Y
LP002119,Male,Yes,4554.0,158.0,Y
LP001356,Male,Yes,,,Y
LP002894,Female,Yes,3166.0,36.0,Y
LP001552,Male,Yes,4583.0,255.0,Y
LP001736,Male,Yes,2221.0,60.0,N
LP002555,Male,Yes,4583.0,160.0,Y
LP001319,Male,Yes,3273.0,81.0,Y
LP001938,Male,Yes,4400.0,127.0,N
LP001489,Female,Yes,4583.0,,N
LP001195,Male,Yes,2132.0,96.0,Y
LP001018,Male,Yes,4006.0,168.0,Y
LP001750,Male,Yes,6250.0,128.0,Y
LP001673,Male,No,11000.0,83.0,N
LP002265,Male,Yes,1993.0,,Y
LP002141,Male,Yes,2666.0,95.0,Y
LP002755,Male,Yes,,128.0,Y
LP001186,Female,Yes,11500.0,286.0,N
LP002170,Male,Yes,5000.0,236.0,Y
LP001784,Male,Yes,5500.0,170.0,Y
LP002191,Male,Yes,19730.0,570.0,N
LP001120,Male,No,1800.0,47.0,Y
LP002472,Male,No,4354.0,136.0,Y
LP002948,Male,Yes,,192.0,Y
LP002453,Male,No,7085.0,84.0,Y
LP001726,Male,Yes,3727.0,131.0,Y
LP002082,Male,Yes,5818.0,184.0,Y
LP001532,Male,Yes,,113.0,N
LP001776,Female,No,8333.0,280.0,Y
LP001883,Female,No,3418.0,135.0,N
LP002226,Male,Yes,3333.0,128.0,Y
LP001451,Male,Yes,10513.0,160.0,N
LP001068,Male,Yes,2799.0,122.0,Y
LP002318,Female,No,,62.0,N
LP001926,Male,Yes,3704.0,120.0,Y
LP002979,Male,Yes,4106.0,40.0,Y
LP001734,Female,Yes,4283.0,127.0,Y
LP001279,Male,No,,136.0,Y
LP002449,Male,Yes,2483.0,90.0,Y
LP001514,Female,Yes,2330.0,100.0,Y
LP002255,Male,No,9167.0,185.0,Y
LP001198,Male,Yes,8080.0,180.0,Y
LP002888,Male,No,3182.0,161.0,Y
LP001356,Male,Yes,4652.0,,Y
LP002180,Male,No,6822.0,141.0,Y
LP002792,Male,Yes,5468.0,26.0,Y
LP001144,Male,Yes,5821.0,144.0,Y
LP001095,Male,No,3167.0,74.0,N
LP002141,Male,Yes,2666.0,95.0,Y
LP001091,Male,Yes,4166.0,201.0,N
LP001907,Male,Yes,14583.0,436.0,Y
LP002536,Male,Yes,3095.0,113.0,Y
LP001751,Male,Yes,,170.0,N
LP002524,Male,No,5532.0,162.0,Y
LP002138,Male,Yes,2625.0,187.0,Y
LP001841,Male,No,2583.0,104.0,Y
LP002087,Female,No,2500.0,67.0,Y
LP001367,Male,Yes,3052.0,100.0,Y
LP002403,Male,No,10416.0,187.0,N
LP002112,Male,Yes,2500.0,176.0,Y
LP002877,Male,Yes,1782.0,,Y
LP002265,Male,Yes,1993.0,113.0,Y
LP001535,Male,No,3254.0,50.0,Y
LP001656,Male,No,12000.0,164.0,N
LP002544,Male,Yes,1958.0,131.0,Y
LP002337,Female,No,,60.0,Y
LP002785,Male,Yes,3333.0,158.0,Y
LP001743,Male,Yes,4009.0,116.0,Y
LP001248,Male,No,3500.0,81.0,Y
LP002502,Female,Yes,210.0,98.0,Y
LP001066,Male,Yes,9560.0,,Y
LP002945,Male,Yes,9963.0,180.0,Y
LP001531,Male,No,9166.0,244.0,N
LP001155,Female,Yes,1928.0,100.0,Y
LP001732,Male,Yes,5000.0,72.0,N
LP001100,Male,No,12500.0,320.0,N
LP002984,Male,Yes,7583.0,187.0,Y
LP001532,Male,Yes,2281.0,113.0,N
LP002941,Male,Yes,6383.0,187.0,N
LP002547,Male,Yes,18333.0,500.0,N
LP001392,Female,No,7451.0,,Y
LP002571,Male,No,3691.0,110.0,Y
LP002820,Male,Yes,5923.0,211.0,Y
LP001387,Female,Yes,2929.0,139.0,Y
LP001870,Female,No,3481.0,155.0,N
LP002178,Male,Yes,3013.0,95.0,Y
LP002068,Male,No,,,Y
LP001155,Female,Yes,1928.0,100.0,Y
LP001349,Male,No,4843.0,151.0,Y
LP001473,Male,No,2014.0,74.0,Y
LP001345,Male,Yes,4288.0,133.0,Y
LP001109,Male,Yes,1828.0,100.0,N
LP002833,Male,Yes,4467.0,120.0,Y
LP002571,Male,No,3691.0,110.0,Y
LP002794,Female,No,2667.0,84.0,Y
LP002126,Male,Yes,3173.0,74.0,Y
LP002683,Male,No,4683.0,185.0,N
LP001574,Male,Yes,3707.0,182.0,Y
LP002874,Male,No,3229.0,110.0,Y
LP001116,Male,No,3748.0,110.0,Y
LP002493,Male,No,4166.0,98.0,N
LP001405,Male,Yes,2214.0,85.0,Y
LP002741,Female,Yes,4608.0,140.0,Y
LP001345,Male,Yes,4288.0,133.0,Y
LP001519,Female,No,10000.0,225.0,N
LP001877,Male,Yes,4708.0,150.0,Y
LP001647,Male,Yes,9328.0,188.0,Y
LP001734,Female,Yes,4283.0,127.0,Y
LP002624,Male,Yes,20833.0,480.0,Y
LP002720,Male,Yes,4281.0,100.0,Y
LP002821,Male,No,5800.0,132.0,Y
LP001647,Male,Yes,9328.0,188.0,Y
LP002387,Male,Yes,2425.0,,Y
LP002357,Female,No,2720.0,80.0,N
LP002789,Male,Yes,3593.0,132.0,N
LP002444,Male,No,2769.0,190.0,N
LP001749,Male,Yes,7578.0,175.0,Y
LP002788,Male,Yes,2454.0,181.0,N
LP001698,Male,No,3975.0,55.0,Y
LP001112,Female,Yes,3667.0,144.0,Y
LP002180,Male,No,6822.0,141.0,Y
LP002379,Male,No,6500.0,105.0,N
LP001552,Male,Yes,4583.0,255.0,Y
LP002288,Male,Yes,,45.0,N
LP002234,Male,No,7167.0,128.0,Y
LP002626,Male,Yes,2479.0,188.0,Y
LP001392,Female,No,7451.0,,Y
LP002002,Female,No,2917.0,84.0,Y
LP002448,Male,Yes,3948.0,149.0,N
LP002789,Male,Yes,3593.0,132.0,N
LP001849,Male,No,6045.0,,N
LP002706,Male,Yes,5285.0,161.0,Y
LP001100,Male,No,12500.0,320.0,N
LP001865,Male,Yes,6083.0,330.0,Y
LP002741,Female,Yes,4608.0,140.0,Y
LP001673,Male,No,11000.0,83.0,N
LP002622,Male,Yes,3510.0,243.0,Y
LP001580,Male,Yes,8000.0,200.0,Y
LP001006,Male,Yes,2583.0,120.0,Y
LP001073,Male,Yes,4226.0,110.0,Y
LP001356,Male,Yes,4652.0,,Y
LP001693,Female,No,3244.0,80.0,Y
LP001535,Male,No,3254.0,50.0,Y
LP002692,Male,Yes,5677.0,100.0,Y
LP002459,Male,Yes,4301.0,118.0,Y
LP002455,Male,Yes,3859.0,96.0,Y
LP002364,Male,Yes,14880.0,96.0,Y
LP002191,Male,Yes,19730.0,570.0,N
LP001634,Male,No,1916.0,67.0,N
LP001643,Male,Yes,,58.0,Y
LP001639,Female,Yes,3625.0,108.0,Y
LP002086,Female,Yes,4333.0,110.0,N
LP002670,Female,Yes,2031.0,113.0,Y
LP001643,Male,Yes,2383.0,58.0,Y
LP002600,Male,Yes,2895.0,95.0,Y
LP002035,Male,Yes,3717.0,120.0,Y
LP001925,Female,No,2600.0,99.0,N
LP001043,Male,Yes,7660.0,104.0,N
LP002053,Male,Yes,4342.0,124.0,Y
LP002459,Male,Yes,4301.0,118.0,Y
LP002328,Male,Yes,6096.0,218.0,N
LP001692,Female,No,4408.0,120.0,Y
LP002368,Male,Yes,5935.0,133.0,Y
LP001546,Male,No,2980.0,120.0,Y
LP002435,Male,Yes,3539.0,55.0,N
LP002795,Male,Yes,10139.0,260.0,Y
LP001949,Male,Yes,4416.0,110.0,Y
LP002035,Male,Yes,3717.0,120.0,Y
LP001972,Male,Yes,2875.0,105.0,Y
LP002738,Male,No,3617.0,107.0,Y
LP002888,Male,No,3182.0,161.0,Y
LP002984,Male,Yes,7583.0,187.0,Y
LP001144,Male,Yes,5821.0,144.0,Y
LP001267,Female,Yes,1378.0,167.0,N
LP001577,Female,Yes,4583.0,112.0,N
LP001356,Male,Yes,,,Y
LP001449,Male,No,3865.0,,Y
LP001343,Male,Yes,1759.0,131.0,Y
LP002489,Female,No,5191.0,132.0,Y
LP001693,Female,No,3244.0,80.0,Y
LP001266,Male,Yes,2395.0,,Y
LP002958,Male,No,,172.0,Y
LP001877,Male,Yes,4708.0,150.0,Y
LP002101,Male,Yes,63337.0,490.0,Y
LP002300,Female,No,1963.0,53.0,Y
LP002408,Male,No,3660.0,187.0,Y
LP001560,Male,Yes,1863.0,,Y
LP002743,Female,No,2138.0,99.0,N
LP001498,Male,No,5417.0,168.0,Y
LP001798,Male,Yes,,,Y
LP001784,Male,Yes,5500.0,170.0,Y
LP001238,Male,Yes,7100.0,125.0,Y
LP001465,Male,Yes,6080.0,182.0,N
LP002337,Female,No,2995.0,60.0,Y
LP001497,Male,Yes,5042.0,185.0,N
LP002692,Male,Yes,5677.0,100.0,Y
LP002225,Male,Yes,5391.0,130.0,Y
LP002537,Male,Yes,2083.0,128.0,Y
LP002716,Male,No,6783.0,,Y
LP002429,Male,Yes,3466.0,130.0,Y
LP002459,Male,Yes,4301.0,118.0,Y
LP002753,Female,No,3652.0,95.0,Y
LP001926,Male,Yes,3704.0,120.0,Y
LP001761,Male,No,6400.0,200.0,Y
LP002197,Male,Yes,5185.0,155.0,Y
LP001222,Female,No,4166.0,116.0,N
LP001155,Female,Yes,,100.0,Y
LP002494,Male,No,6000.0,140.0,Y
LP001978,Male,No,4000.0,140.0,Y
LP001426,Male,Yes,5667.0,180.0,Y
LP001535,Male,No,3254.0,50.0,Y
LP001562,Male,Yes,,275.0,N
LP001138,Male,Yes,5649.0,44.0,Y
LP002961,Male,Yes,3400.0,173.0,Y
LP001532,Male,Yes,2281.0,113.0,N
LP001786,Male,Yes,5746.0,255.0,N
LP002377,Female,No,8624.0,150.0,Y
LP002008,Male,Yes,5746.0,144.0,Y
LP001116,Male,No,3748.0,110.0,Y
LP002422,Male,No,,152.0,Y
LP001439,Male,Yes,4300.0,194.0,Y
LP002265,Male,Yes,1993.0,113.0,Y
LP002225,Male,Yes,5391.0,130.0,Y
LP002502,Female,Yes,210.0,98.0,Y
LP001882,Male,Yes,4333.0,160.0,Y
LP002347,Male,Yes,3246.0,138.0,Y
LP001562,Male,Yes,7933.0,275.0,N
LP001151,Female,No,4000.0,144.0,Y
LP002194,Female,No,15759.0,55.0,Y
LP002740,Male,Yes,6417.0,157.0,Y
